AnimalID,SireID,DamID,Generation,FamilyID,TankID,SexID,Birthday,S2Date,M1Date,M1BW,M2Date,M2Age1,M2Age2,M2BW,M2BL
OXHMB17G010A406,MRTZD16G000M022,OXHMB16G000B238,G01,OXHMB17G0100772,P11,Male,4/19/2117,5/11/2117,7/8/2117,15.2,9/28/2117,162,140,386,109
OXHMB17G010A407,OXHMB16G000A805,OXHMB16G000F485,G01,OXHMB17G0100441,P11,Male,4/15/2117,5/6/2117,7/7/2117,18.8,9/28/2117,166,145,432,116
OXHMB17G000A408,MRTZD16B000M007,MRTZD16B000F007,G01,OXHMB17G0001071,P11,Male,5/11/2117,5/31/2117,7/14/2117,9,9/28/2117,140,120,408,110
OXHMB17G010A409,OXHMB16G000F063,OXHMB16G000E752,G01,OXHMB17G0100522,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.4,9/28/2117,160,140,396,112
OXHMB17G0109042,OXHMB16G000C849,MRTZD16G000F012,G01,OXHMB17G0100852,P11,Male,4/20/2117,5/11/2117,7/8/2117,15.2,9/28/2117,161,140,367,110
OXHMB17G0107531,OXHMB16G000C011,OXHMB16G000B151,G01,OXHMB17G0100721,P11,Male,4/13/2117,5/2/2117,7/6/2117,16.5,9/28/2117,168,149,360,110
OXHMB17G0106070,OXHMB16G000C751,OXHMB16G000B166,G01,OXHMB17G0100562,P11,Male,4/25/2117,5/18/2117,7/11/2117,14.3,9/28/2117,156,133,336,105
OXHMB17G010A410,OXHMB16G000A316,OXHMB16G000F365,G01,OXHMB17G0100132,P11,Male,4/15/2117,5/5/2117,7/7/2117,16,9/28/2117,166,146,492,120
OXHMB17G010A411,OXHMB16G000A414,OXHMB16G00X015,G01,OXHMB17G0100072,P11,Male,4/23/2117,5/15/2117,7/10/2117,17.1,9/28/2117,158,136,430,111
OXHMB17G0107749,MRTZD16G000M006,OXHMB16G000B080,G01,OXHMB17G0100741,P11,Male,4/30/2117,5/20/2117,7/12/2117,15.2,9/28/2117,151,131,346,109
OXHMB17G010A412,OXHMB16G000C746,OXHMB16G000F651,G01,OXHMB17G0100531,P11,Male,4/17/2117,5/6/2117,7/7/2117,18.3,9/28/2117,164,145,516,121
OXHMB17G0102528,OXHMB16G000A254,OXHMB16G00X022,G01,OXHMB17G0100292,P11,Male,4/24/2117,5/15/2117,7/10/2117,16,9/28/2117,157,136,326,107
OXHMB17G0109043,OXHMB16G000C849,MRTZD16G000F012,G01,OXHMB17G0100852,P11,Male,4/20/2117,5/11/2117,7/8/2117,15.2,9/28/2117,161,140,334,105
OXHMB17G010A413,OXHMB16G000A012,MRTZD16G000F031,G01,OXHMB17G0100891,P11,Male,4/24/2117,5/15/2117,7/10/2117,14.7,9/28/2117,157,136,522,118
OXHMB17G010A414,OXHMB16G000A765,OXHMB16G00X110,G01,OXHMB17G0100323,P11,Male,5/1/2117,5/23/2117,7/12/2117,13.2,9/28/2117,150,128,472,117
OXHMB17G0108398,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P11,Male,4/25/2117,5/16/2117,7/6/2117,10.7,9/28/2117,156,135,368,110
OXHMB17G010A415,OXHMB16G000C849,MRTZD16G000F012,G01,OXHMB17G0100852,P11,Male,4/20/2117,5/11/2117,7/8/2117,15.2,9/28/2117,161,140,538,120
OXHMB17G010A416,OXHMB16G000A259,OXHMB16G000B443,G01,OXHMB17G0100491,P11,Male,5/3/2117,5/26/2117,7/13/2117,13.3,9/28/2117,148,125,385,107
OXHMB17G0103631,OXHMB16G000F176,OXHMB16G00X664,G01,OXHMB17G0100381,P11,Male,4/13/2117,5/1/2117,7/6/2117,13.7,9/28/2117,168,150,312,107
OXHMB17G010A417,MRTZD16G000M001,OXHMB16G00X112,G01,OXHMB17G0100731,P11,Male,4/25/2117,5/16/2117,7/11/2117,13,9/28/2117,156,135,454,114
OXHMB17G010A418,OXHMB16G000F297,OXHMB16G000E364,G01,OXHMB17G0100211,P11,Male,4/19/2117,5/9/2117,7/8/2117,16.2,9/28/2117,162,142,604,121
OXHMB17G010A419,OXHMB16G000A765,OXHMB16G00X110,G01,OXHMB17G0100323,P11,Male,5/1/2117,5/23/2117,7/12/2117,13.2,9/28/2117,150,128,417,110
OXHMB17G0105940,OXHMB16G000C751,OXHMB16G000E570,G01,OXHMB17G0100561,P11,Male,4/23/2117,5/15/2117,7/10/2117,13.1,9/28/2117,158,136,373,107
OXHMB17G010A420,MRTZD16G000M012,OXHMB16G00X707,G01,OXHMB17G0100752,P11,Male,5/1/2117,5/22/2117,7/12/2117,14.7,9/28/2117,150,129,433,115
OXHMB17G0100360,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P11,Male,4/23/2117,5/15/2117,7/10/2117,18.2,9/28/2117,158,136,376,108
OXHMB17G010A421,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.8,9/28/2117,160,140,431,115
OXHMB17G0106987,OXHMB16G000C274,OXHMB16G000B555,G01,OXHMB17G0100652,P11,Male,4/23/2117,5/15/2117,7/10/2117,17.2,9/28/2117,158,136,365,110
OXHMB17G0102777,OXHMB16G000A116,OXHMB16G00X480,G01,OXHMB17G0100303,P11,Male,4/23/2117,5/14/2117,7/9/2117,14.9,9/28/2117,158,137,304,102
OXHMB17G010A423,OXHMB16G000C364,OXHMB16G00X751,G01,OXHMB17G0100411,P11,Male,4/14/2117,5/1/2117,7/6/2117,16,9/28/2117,167,150,483,118
OXHMB17G0000203,MRTZD16B000M003,MRTZD16B000F003,G01,OXHMB17G0001031,P11,Male,5/10/2117,5/29/2117,7/14/2117,8.5,9/28/2117,141,122,171,87
OXHMB17G010A424,OXHMB16G000C514,OXHMB16G000E734,G01,OXHMB17G0100422,P11,Male,5/1/2117,5/23/2117,7/12/2117,13.9,9/28/2117,150,128,387,110
OXHMB17G0107970,MRTZD16G000M021,OXHMB16G000B013,G01,OXHMB17G0100771,P11,Male,4/14/2117,5/4/2117,7/6/2117,16.4,9/28/2117,167,147,333,102
OXHMB17G0000579,MRTZD16B000M006,MRTZD16B000F006,G01,OXHMB17G0001061,P11,Male,5/10/2117,5/30/2117,7/14/2117,8.8,9/28/2117,141,121,149,84
OXHMB17G0100700,OXHMB16G000A429,OXHMB16G000B101,G01,OXHMB17G0100111,P11,Male,4/27/2117,5/20/2117,7/11/2117,15.5,9/28/2117,154,131,262,101
OXHMB17G0106467,OXHMB16G000F132,OXHMB16G000F371,G01,OXHMB17G0100611,P11,Male,4/28/2117,5/20/2117,7/11/2117,13.3,9/28/2117,153,131,175,85
OXHMB17G010A425,OXHMB16G000A765,OXHMB16G000B695,G01,OXHMB17G0100322,P11,Male,4/23/2117,5/16/2117,7/10/2117,16.1,9/28/2117,158,135,475,115
OXHMB17G0108678,MRTZD16G000M046,OXHMB16G00X093,G01,OXHMB17G0100821,P11,Male,4/13/2117,5/1/2117,7/6/2117,15.3,9/28/2117,168,150,494,116
OXHMB17G0105155,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P11,Male,4/20/2117,5/11/2117,7/8/2117,16.9,9/28/2117,161,140,394,108
OXHMB17G0000843,MRTZD16B000M009,MRTZD16B000F009,G01,OXHMB17G0001091,P11,Male,5/11/2117,5/31/2117,7/14/2117,11,9/28/2117,140,120,391,110
OXHMB17G0100262,OXHMB16G000A072,OXHMB16G000B470,G01,OXHMB17G0100051,P11,Male,4/26/2117,5/16/2117,7/11/2117,15.5,9/28/2117,155,135,413,115
OXHMB17G0103750,OXHMB16G000F176,OXHMB16G000B718,G01,OXHMB17G0100382,P11,Male,4/15/2117,5/6/2117,7/7/2117,20,9/28/2117,166,145,433,115
OXHMB17G0105156,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P11,Male,4/20/2117,5/11/2117,7/8/2117,16.9,9/28/2117,161,140,406,115
OXHMB17G0108957,OXHMB16G000C849,MRTZD16G000F011,G01,OXHMB17G0100851,P11,Male,4/18/2117,5/9/2117,7/8/2117,16.4,9/28/2117,163,142,327,106
OXHMB17G0102192,OXHMB16G000C124,OXHMB16G000F498,G01,OXHMB17G0100271,P11,Male,5/6/2117,5/28/2117,7/13/2117,9.9,9/28/2117,145,123,403,112
OXHMB17G010A426,OXHMB16G000F176,OXHMB16G000B718,G01,OXHMB17G0100382,P11,Male,4/15/2117,5/6/2117,7/7/2117,20,9/28/2117,166,145,388,103
OXHMB17G0106534,OXHMB16G000F132,OXHMB16G00X149,G01,OXHMB17G0100613,P11,Male,5/3/2117,5/28/2117,7/13/2117,13.6,9/28/2117,148,123,444,118
OXHMB17G0101638,OXHMB16G000C612,OXHMB16G000F455,G01,OXHMB17G0100231,P11,Male,4/12/2117,5/1/2117,7/6/2117,17,9/28/2117,169,150,494,117
OXHMB17G010A428,OXHMB16G000C612,OXHMB16G000F455,G01,OXHMB17G0100231,P11,Male,4/12/2117,5/1/2117,7/6/2117,17,9/28/2117,169,150,451,116
OXHMB17G0103751,OXHMB16G000F176,OXHMB16G000B718,G01,OXHMB17G0100382,P11,Male,4/15/2117,5/6/2117,7/7/2117,20,9/28/2117,166,145,318,100
OXHMB17G0100945,OXHMB16G000A316,OXHMB16G000F365,G01,OXHMB17G0100132,P11,Male,4/15/2117,5/5/2117,7/7/2117,16,9/28/2117,166,146,361,110
OXHMB17G010A429,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P11,Male,4/20/2117,5/11/2117,7/8/2117,16.9,9/28/2117,161,140,439,110
OXHMB17G010A430,OXHMB16G000C431,OXHMB16G000F584,G01,OXHMB17G0100361,P11,Male,4/24/2117,5/16/2117,7/6/2117,12.7,9/28/2117,157,135,508,118
OXHMB17G010A431,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P11,Male,4/12/2117,5/1/2117,7/6/2117,18.2,9/28/2117,169,150,533,119
OXHMB17G0110155,MRTZD16G000M056,MRTZD16G000F056,G01,OXHMB17G0100941,P11,Male,4/18/2117,5/9/2117,7/8/2117,15.6,9/28/2117,163,142,388,117
OXHMB17G0105849,OXHMB16G000F324,OXHMB16G00X442,G01,OXHMB17G0100541,P11,Male,4/20/2117,5/11/2117,7/8/2117,16.3,9/28/2117,161,140,296,90
OXHMB17G0103315,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P11,Male,4/21/2117,5/11/2117,7/8/2117,19.6,9/28/2117,160,140,368,106
OXHMB17G010A432,OXHMB16G000C625,OXHMB16G000F625,G01,OXHMB17G0100201,P11,Male,4/21/2117,5/14/2117,7/9/2117,15.6,9/28/2117,160,137,566,121
OXHMB17G0102650,OXHMB16G000A116,OXHMB16G000E255,G01,OXHMB17G0100302,P11,Male,4/24/2117,5/18/2117,7/11/2117,14.2,9/28/2117,157,133,372,111
OXHMB17G0104851,OXHMB16G000F302,OXHMB16G000B783,G01,OXHMB17G0100461,P11,Male,4/14/2117,5/4/2117,7/7/2117,19.7,9/28/2117,167,147,263,93
OXHMB17G0104714,OXHMB16G000F713,OXHMB16G000F397,G01,OXHMB17G0100452,P11,Male,4/22/2117,5/15/2117,7/10/2117,14.8,9/28/2117,159,136,314,102
OXHMB17G010A433,OXHMB16G000C842,OXHMB16G000E671,G01,OXHMB17G0100641,P11,Male,4/23/2117,5/13/2117,7/9/2117,17.2,9/28/2117,158,138,420,114
OXHMB17G010A434,OXHMB16G000F713,OXHMB16G000F397,G01,OXHMB17G0100452,P11,Male,4/22/2117,5/15/2117,7/10/2117,14.8,9/28/2117,159,136,406,111
OXHMB17G010A438,OXHMB16G000A012,MRTZD16G000F031,G01,OXHMB17G0100891,P11,Male,4/24/2117,5/15/2117,7/10/2117,14.7,9/28/2117,157,136,515,120
OXHMB17G010A437,OXHMB16G000C863,OXHMB16G000B274,G01,OXHMB17G0100661,P11,Male,4/24/2117,5/15/2117,7/10/2117,15.2,9/28/2117,157,136,473,113
OXHMB17G010A436,OXHMB16G000C863,OXHMB16G000B274,G01,OXHMB17G0100661,P11,Male,4/24/2117,5/15/2117,7/10/2117,15.2,9/28/2117,157,136,445,107
OXHMB17G010A435,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P11,Male,4/23/2117,5/15/2117,7/10/2117,18.2,9/28/2117,158,136,432,115
OXHMB17G0108958,OXHMB16G000C849,MRTZD16G000F011,G01,OXHMB17G0100851,P11,Male,4/18/2117,5/9/2117,7/8/2117,16.4,9/28/2117,163,142,481,110
OXHMB17G010A439,MRTZD16G000M012,OXHMB16G00X707,G01,OXHMB17G0100752,P11,Male,5/1/2117,5/22/2117,7/12/2117,14.7,9/28/2117,150,129,477,118
OXHMB17G0100493,OXHMB16G000A414,OXHMB16G00X015,G01,OXHMB17G0100072,P11,Male,4/23/2117,5/15/2117,7/10/2117,17.1,9/28/2117,158,136,364,110
OXHMB17G010A440,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.8,9/28/2117,160,140,556,120
OXHMB17G010A441,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P11,Male,4/23/2117,5/15/2117,7/10/2117,18.2,9/28/2117,158,136,480,121
OXHMB17G0109799,OXHMB16G000A694,MRTZD16G000F046,G01,OXHMB17G0100921,P11,Male,4/16/2117,5/6/2117,7/7/2117,16.8,9/28/2117,165,145,428,114
OXHMB17G0109044,OXHMB16G000C849,MRTZD16G000F012,G01,OXHMB17G0100852,P11,Male,4/20/2117,5/11/2117,7/8/2117,15.2,9/28/2117,161,140,516,119
OXHMB17G010A442,OXHMB16G000F140,OXHMB16G00X244,G01,OXHMB17G0100171,P11,Male,5/3/2117,5/22/2117,7/12/2117,12.7,9/28/2117,148,129,508,117
OXHMB17G010A443,OXHMB16G000A116,OXHMB16G00X480,G01,OXHMB17G0100303,P11,Male,4/23/2117,5/14/2117,7/9/2117,14.9,9/28/2117,158,137,389,110
OXHMB17G010A444,OXHMB16G000F176,OXHMB16G000B718,G01,OXHMB17G0100382,P11,Male,4/15/2117,5/6/2117,7/7/2117,20,9/28/2117,166,145,428,113
OXHMB17G010A445,OXHMB16G000F302,OXHMB16G000B783,G01,OXHMB17G0100461,P11,Male,4/14/2117,5/4/2117,7/7/2117,19.7,9/28/2117,167,147,438,113
OXHMB17G0105781,OXHMB16G000C746,OXHMB16G000F651,G01,OXHMB17G0100531,P11,Male,4/17/2117,5/6/2117,7/7/2117,18.3,9/28/2117,164,145,361,110
OXHMB17G0102529,OXHMB16G000A254,OXHMB16G00X022,G01,OXHMB17G0100292,P11,Male,4/24/2117,5/15/2117,7/10/2117,16,9/28/2117,157,136,432,113
OXHMB17G0110607,MRTZD16G000M081,MRTZD16G000F081,G01,OXHMB17G0100991,P11,Male,4/20/2117,5/9/2117,7/8/2117,14.5,9/28/2117,161,142,360,109
OXHMB17G0105720,OXHMB16G000F063,OXHMB16G000E752,G01,OXHMB17G0100522,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.4,9/28/2117,160,140,338,108
OXHMB17G010A446,OXHMB16G000C612,OXHMB16G000B679,G01,OXHMB17G0100232,P11,Male,4/14/2117,5/2/2117,7/6/2117,19.7,9/28/2117,167,149,392,113
OXHMB17G0108679,MRTZD16G000M046,OXHMB16G00X093,G01,OXHMB17G0100821,P11,Male,4/13/2117,5/1/2117,7/6/2117,15.3,9/28/2117,168,150,378,108
OXHMB17G0108680,MRTZD16G000M046,OXHMB16G00X093,G01,OXHMB17G0100821,P11,Male,4/13/2117,5/1/2117,7/6/2117,15.3,9/28/2117,168,150,250,93
OXHMB17G0104164,OXHMB16G000C514,OXHMB16G00X743,G01,OXHMB17G0100421,P11,Male,4/14/2117,5/4/2117,7/7/2117,16.2,9/28/2117,167,147,368,108
OXHMB17G0105157,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P11,Male,4/20/2117,5/11/2117,7/8/2117,16.9,9/28/2117,161,140,444,116
OXHMB17G010A447,OXHMB16G000C625,OXHMB16G000E641,G01,OXHMB17G0100203,P11,Male,5/3/2117,5/23/2117,7/12/2117,12,9/28/2117,148,128,435,118
OXHMB17G0100022,OXHMB16G000F049,OXHMB16G000B375,G01,OXHMB17G0100021,P11,Male,5/13/2117,5/31/2117,7/14/2117,7.7,9/28/2117,138,120,391,108
OXHMB17G010A448,OXHMB16G000C364,OXHMB16G00X751,G01,OXHMB17G0100411,P11,Male,4/14/2117,5/1/2117,7/6/2117,16,9/28/2117,167,150,521,120
OXHMB17G010A449,OXHMB16G000F063,OXHMB16G000F490,G01,OXHMB17G0100521,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.9,9/28/2117,160,140,481,121
OXHMB17G010A450,MRTZD16G000M046,OXHMB16G00X093,G01,OXHMB17G0100821,P11,Male,4/13/2117,5/1/2117,7/6/2117,15.3,9/28/2117,168,150,458,117
OXHMB17G010A451,OXHMB16G000C364,OXHMB16G00X751,G01,OXHMB17G0100411,P11,Male,4/14/2117,5/1/2117,7/6/2117,16,9/28/2117,167,150,433,115
OXHMB17G0102778,OXHMB16G000A116,OXHMB16G00X480,G01,OXHMB17G0100303,P11,Male,4/23/2117,5/14/2117,7/9/2117,14.9,9/28/2117,158,137,375,107
OXHMB17G010A452,OXHMB16G000F302,OXHMB16G000B783,G01,OXHMB17G0100461,P11,Male,4/14/2117,5/4/2117,7/7/2117,19.7,9/28/2117,167,147,411,104
OXHMB17G0104715,OXHMB16G000F713,OXHMB16G000F397,G01,OXHMB17G0100452,P11,Male,4/22/2117,5/15/2117,7/10/2117,14.8,9/28/2117,159,136,326,95
OXHMB17G0106421,OXHMB16G000A763,OXHMB16G000B472,G01,OXHMB17G0100591,P11,Male,4/16/2117,5/7/2117,7/7/2117,16.6,9/28/2117,165,144,346,109
OXHMB17G010A454,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.8,9/28/2117,160,140,483,108
OXHMB17G010A455,OXHMB16G000A012,MRTZD16G000F031,G01,OXHMB17G0100891,P11,Male,4/24/2117,5/15/2117,7/10/2117,14.7,9/28/2117,157,136,505,115
OXHMB17G010A456,OXHMB16G000F334,MRTZD16G000F016,G01,OXHMB17G0100861,P11,Male,4/19/2117,5/11/2117,7/8/2117,13,9/28/2117,162,140,478,116
OXHMB17G010A457,OXHMB16G000C612,OXHMB16G000F455,G01,OXHMB17G0100231,P11,Male,4/12/2117,5/1/2117,7/6/2117,17,9/28/2117,169,150,558,120
OXHMB17G0110397,MRTZD16G000M071,MRTZD16G000F071,G01,OXHMB17G0100971,P11,Male,4/25/2117,5/16/2117,7/11/2117,17.6,9/28/2117,156,135,455,113
OXHMB17G0107532,OXHMB16G000C011,OXHMB16G000B151,G01,OXHMB17G0100721,P11,Male,4/13/2117,5/2/2117,7/6/2117,16.5,9/28/2117,168,149,375,115
OXHMB17G0108876,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.8,9/28/2117,160,140,368,112
OXHMB17G010A459,OXHMB16G000F049,OXHMB16G000B375,G01,OXHMB17G0100021,P11,Male,5/13/2117,5/31/2117,7/14/2117,7.7,9/28/2117,138,120,401,113
OXHMB17G010A460,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P11,Male,4/12/2117,5/1/2117,7/6/2117,18.2,9/28/2117,169,150,478,120
OXHMB17G010A461,OXHMB16G000F302,OXHMB16G000B783,G01,OXHMB17G0100461,P11,Male,4/14/2117,5/4/2117,7/7/2117,19.7,9/28/2117,167,147,420,113
OXHMB17G010A462,OXHMB16G000A765,OXHMB16G00X514,G01,OXHMB17G0100321,P11,Male,4/24/2117,5/15/2117,7/10/2117,15.9,9/28/2117,157,136,386,110
OXHMB17G010A463,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P11,Male,4/23/2117,5/15/2117,7/10/2117,18.2,9/28/2117,158,136,471,119
OXHMB17G010A464,OXHMB16G000C612,OXHMB16G000F455,G01,OXHMB17G0100231,P11,Male,4/12/2117,5/1/2117,7/6/2117,17,9/28/2117,169,150,488,112
OXHMB17G010A465,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P11,Male,4/20/2117,5/11/2117,7/8/2117,16.9,9/28/2117,161,140,383,108
OXHMB17G0104608,OXHMB16G000F713,OXHMB16G000B218,G01,OXHMB17G0100451,P11,Male,4/18/2117,5/8/2117,7/7/2117,17.3,9/28/2117,163,143,383,112
OXHMB17G0105505,OXHMB16G000A259,OXHMB16G000F427,G01,OXHMB17G0100492,P11,Male,5/4/2117,5/24/2117,7/12/2117,11.6,9/28/2117,147,127,314,104
OXHMB17G0104482,OXHMB16G000A805,OXHMB16G000F485,G01,OXHMB17G0100441,P11,Male,4/15/2117,5/6/2117,7/7/2117,18.8,9/28/2117,166,145,280,95
OXHMB17G010A466,MRTZD16G000M076,MRTZD16G000F076,G01,OXHMB17G0100981,P11,Male,4/21/2117,5/14/2117,7/9/2117,16.7,9/28/2117,160,137,431,114
OXHMB17G010A467,OXHMB16G000A254,OXHMB16G000E260,G01,OXHMB17G0100291,P11,Male,4/24/2117,5/16/2117,7/10/2117,14.8,9/28/2117,157,135,416,113
OXHMB17G0108399,MRTZD16G000M032,OXHMB16G000B293,G01,OXHMB17G0100792,P11,Male,4/25/2117,5/16/2117,7/6/2117,10.7,9/28/2117,156,135,356,107
OXHMB17G0108877,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.8,9/28/2117,160,140,333,99
OXHMB17G010A468,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P11,Male,4/23/2117,5/15/2117,7/10/2117,18.2,9/28/2117,158,136,446,118
OXHMB17G0105158,OXHMB16G000A389,OXHMB16G00X537,G01,OXHMB17G0100481,P11,Male,4/20/2117,5/11/2117,7/8/2117,16.9,9/28/2117,161,140,367,107
OXHMB17G010A469,OXHMB16G000F302,OXHMB16G000B760,G01,OXHMB17G0100462,P11,Male,4/20/2117,5/14/2117,7/9/2117,15.3,9/28/2117,161,137,419,113
OXHMB17G010A470,OXHMB16G000A414,OXHMB16G000F623,G01,OXHMB17G0100071,P11,Male,4/23/2117,5/15/2117,7/10/2117,18.2,9/28/2117,158,136,417,112
OXHMB17G010A471,OXHMB16G000C612,OXHMB16G000F455,G01,OXHMB17G0100231,P11,Male,4/12/2117,5/1/2117,7/6/2117,17,9/28/2117,169,150,405,113
OXHMB17G010A472,MRTZD16G000M071,MRTZD16G000F071,G01,OXHMB17G0100971,P11,Male,4/25/2117,5/16/2117,7/11/2117,17.6,9/28/2117,156,135,381,110
OXHMB17G0105659,OXHMB16G000F063,OXHMB16G000F490,G01,OXHMB17G0100521,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.9,9/28/2117,160,140,378,110
OXHMB17G0107613,MRTZD16G000M001,OXHMB16G00X112,G01,OXHMB17G0100731,P11,Male,4/25/2117,5/16/2117,7/11/2117,13,9/28/2117,156,135,473,120
OXHMB17G010A474,OXHMB16G000C431,OXHMB16G000F584,G01,OXHMB17G0100361,P11,Male,4/24/2117,5/16/2117,7/6/2117,12.7,9/28/2117,157,135,393,110
OXHMB17G010A475,OXHMB16G000A357,OXHMB16G000F645,G01,OXHMB17G0100511,P11,Male,4/27/2117,5/17/2117,7/11/2117,15.3,9/28/2117,154,134,404,112
OXHMB17G0106783,OXHMB16G000C842,OXHMB16G000E671,G01,OXHMB17G0100641,P11,Male,4/23/2117,5/13/2117,7/9/2117,17.2,9/28/2117,158,138,569,121
OXHMB17G010A476,OXHMB16G000A259,OXHMB16G000B443,G01,OXHMB17G0100491,P11,Male,5/3/2117,5/26/2117,7/13/2117,13.3,9/28/2117,148,125,464,114
OXHMB17G0108267,MRTZD16G000M031,OXHMB16G000B020,G01,OXHMB17G0100791,P11,Male,4/24/2117,5/16/2117,7/11/2117,15.4,9/28/2117,157,135,511,120
OXHMB17G0100263,OXHMB16G000A072,OXHMB16G000B470,G01,OXHMB17G0100051,P11,Male,4/26/2117,5/16/2117,7/11/2117,15.5,9/28/2117,155,135,345,107
OXHMB17G0103948,OXHMB16G000C364,OXHMB16G00X751,G01,OXHMB17G0100411,P11,Male,4/14/2117,5/1/2117,7/6/2117,16,9/28/2117,167,150,308,101
OXHMB17G0104852,OXHMB16G000F302,OXHMB16G000B783,G01,OXHMB17G0100461,P11,Male,4/14/2117,5/4/2117,7/7/2117,19.7,9/28/2117,167,147,370,106
OXHMB17G010A477,MRTZD16G000M021,OXHMB16G000B013,G01,OXHMB17G0100771,P11,Male,4/14/2117,5/4/2117,7/6/2117,16.4,9/28/2117,167,147,541,118
OXHMB17G010A478,OXHMB16G000A203,MRTZD16G000F006,G01,OXHMB17G0100841,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.8,9/28/2117,160,140,400,108
OXHMB17G010A479,OXHMB16G000A694,MRTZD16G000F046,G01,OXHMB17G0100921,P11,Male,4/16/2117,5/6/2117,7/7/2117,16.8,9/28/2117,165,145,447,114
OXHMB17G010A480,OXHMB16G000A505,OXHMB16G000E870,G01,OXHMB17G0100671,P11,Male,5/4/2117,5/26/2117,7/12/2117,14.6,9/28/2117,147,125,382,107
OXHMB17G010A481,OXHMB16G000A316,OXHMB16G000F365,G01,OXHMB17G0100132,P11,Male,4/15/2117,5/5/2117,7/7/2117,16,9/28/2117,166,146,630,121
OXHMB17G010A482,OXHMB16G000A728,OXHMB16G000E871,G01,OXHMB17G0100331,P11,Male,4/23/2117,5/14/2117,7/9/2117,14.4,9/28/2117,158,137,447,113
OXHMB17G010A483,OXHMB16G000C514,OXHMB16G00X743,G01,OXHMB17G0100421,P11,Male,4/14/2117,5/4/2117,7/7/2117,16.2,9/28/2117,167,147,521,115
OXHMB17G010A484,OXHMB16G000F063,OXHMB16G000F490,G01,OXHMB17G0100521,P11,Male,4/21/2117,5/11/2117,7/9/2117,14.9,9/28/2117,160,140,455,114
OXHMB17G0109241,OXHMB16G000A300,MRTZD16G000F021,G01,OXHMB17G0100871,P11,Male,4/12/2117,5/1/2117,7/6/2117,18.2,9/28/2117,169,150,352,110
OXHMB17G010A485,OXHMB16G000F302,OXHMB16G000B783,G01,OXHMB17G0100461,P11,Male,4/14/2117,5/4/2117,7/7/2117,19.7,9/28/2117,167,147,494,117
OXHMB17G010A486,MRTZD16G000M046,OXHMB16G00X093,G01,OXHMB17G0100821,P11,Male,4/13/2117,5/1/2117,7/6/2117,15.3,9/28/2117,168,150,445,115
OXHMB17G0103316,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P11,Male,4/21/2117,5/11/2117,7/8/2117,19.6,9/28/2117,160,140,450,115
OXHMB17G0100023,OXHMB16G000F049,OXHMB16G000B375,G01,OXHMB17G0100021,P11,Male,5/13/2117,5/31/2117,7/14/2117,7.7,9/28/2117,138,120,280,101
OXHMB17G010A487,OXHMB16G000A784,OXHMB16G000B021,G01,OXHMB17G0100691,P11,Male,4/19/2117,5/9/2117,7/8/2117,18.4,9/28/2117,162,142,440,114
OXHMB17G010A488,OXHMB16G000C004,OXHMB16G000E330,G01,OXHMB17G0100341,P11,Male,4/21/2117,5/11/2117,7/8/2117,19.6,9/28/2117,160,140,461,114
OXHMB17G0106330,OXHMB16G000A834,OXHMB16G000B649,G01,OXHMB17G0100581,P11,Male,5/4/2117,5/25/2117,7/12/2117,14.5,9/28/2117,147,126,378,110
OXHMB17G010A489,OXHMB16G000A753,OXHMB16G000B286,G01,OXHMB17G0100251,P11,Male,4/21/2117,5/13/2117,7/9/2117,17.7,9/28/2117,160,138,526,120
